"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs1693426"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1693426"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1693426"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1693426"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1693426"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1693426"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1693426"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1693426"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1693426"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1693426"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1693426"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1693426"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1693426"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1693426"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1693426"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1789915"	"HDL cholesterol levels"	"rs13147189"	"chr4:100270256"	"C=0.359, T=0.641"	"0.978346456692913"	"1"	"0.683123"	"0.0143403"	"0.01-0.018"	3e-12
"rs1789915"	"Serum 25-Hydroxyvitamin D levels"	"rs1614377"	"chr4:100279332"	"A=0.359, G=0.641"	"0.978346456692913"	"1"	"NR"	"0.0141241"	"0.0095-0.0187"	2e-09
"rs1662053"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1662053"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1662053"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1662053"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1662053"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1662053"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1662053"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1662053"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1662053"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1662053"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1662053"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1662053"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1662053"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1662053"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1662053"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1662053"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1662053"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1662053"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1662052"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1662052"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1662052"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1662052"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1662052"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1662052"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1662052"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1662052"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1662052"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1662052"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1662052"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1662052"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1662052"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1662052"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1662052"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1662052"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1662052"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1662052"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1789916"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1789916"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1789916"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1789916"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1789916"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1789916"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1789916"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1789916"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1789916"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1789916"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1789916"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1789916"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1789916"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1789916"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1789916"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1789916"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1789916"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1789916"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1693427"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1693427"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1693427"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1693427"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1693427"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1693427"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1693427"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1693427"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1693427"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1693427"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1693427"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1693427"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1693427"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1693427"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1693427"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1693427"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1693427"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1693427"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1693428"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1693428"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1693428"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1693428"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1693428"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1693428"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1693428"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1693428"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1693428"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1693428"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1693428"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1693428"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1693428"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1693428"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1693428"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1693428"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1693428"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1693428"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1789917"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1789917"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1789917"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1789917"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1789917"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1789917"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1789917"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1789917"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1789917"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1789917"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1789917"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1789917"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1789917"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1789917"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1789917"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1789917"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1789917"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1789917"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1662051"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1662051"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1662051"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1662051"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1662051"	"Alcohol dependence"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1662051"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1662051"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1662051"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1662051"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1662051"	"Alcohol dependence"	"rs904095"	"chr4:100263383"	"A=0.525, G=0.475"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1662051"	"Alcohol dependence"	"rs1789911"	"chr4:100263778"	"C=0.475, T=0.525"	"1"	"1"	"NR"	NA	NA	5e-06
"rs1662051"	"Alcohol dependence"	"rs1662051"	"chr4:100267239"	"A=0.475, C=0.525"	"1"	"1"	"NR"	NA	NA	2e-06
"rs1662051"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1662051"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1662051"	"Oral cavity and pharyngeal cancer"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	"1.12"	"1.07-1.17"	3e-07
"rs1662051"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"0.387"	"1.314"	NA	1e-07
"rs1662051"	"Alcohol dependence"	"rs1789924"	"chr4:100274286"	"C=0.525, T=0.475"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1662051"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs12639833"	"Alcohol dependence"	"rs2173201"	"chr4:100250970"	"A=0.207, C=0.793"	"1"	"1"	"0.773"	"1.2004802"	"(,)"	2e-06
"rs12639833"	"Alcohol dependence"	"rs2173201"	"chr4:100250970"	"A=0.207, C=0.793"	"1"	"1"	"0.548"	"1.3297873"	"(,)"	1e-07
"rs12639833"	"Alcohol dependence"	"rs2173201"	"chr4:100250970"	"A=0.207, C=0.793"	"1"	"1"	"NR"	NA	NA	5e-06
"rs12639833"	"Alcohol dependence"	"rs2173201"	"chr4:100250970"	"A=0.207, C=0.793"	"1"	"1"	"0.453"	"0.0268"	"(,)"	1e-10
"rs12639833"	"Alcohol dependence"	"rs1614972"	"chr4:100258155"	"C=0.768, T=0.232"	"0.862918859041817"	"1"	"0.478"	"1.3297873"	"(,)"	4e-07
"rs12639833"	"Alcohol dependence"	"rs1614972"	"chr4:100258155"	"C=0.768, T=0.232"	"0.862918859041817"	"1"	"0.522"	"0.0277"	"(,)"	3e-09
"rs12639833"	"Alcohol consumption (drinks per week) (MTAG)"	"rs3846449"	"chr4:100259126"	"C=0.207, T=0.793"	"1"	"1"	"0.222"	"0.0134997"	"0.01-0.017"	2e-17
"rs12639833"	"Alcohol dependence"	"rs2241894"	"chr4:100266133"	"C=0.207, T=0.793"	"1"	"1"	"0.542"	"1.3192612"	"(,)"	8e-07
"rs12639833"	"Alcohol dependence"	"rs2241894"	"chr4:100266133"	"C=0.207, T=0.793"	"1"	"1"	"0.46"	"0.0265"	"(,)"	5e-10
"rs12639833"	"Alcohol dependence"	"rs12639833"	"chr4:100267372"	"C=0.793, T=0.207"	"1"	"1"	"0.5409999999999999"	"1.3192612"	"(,)"	7e-07
"rs12639833"	"Alcohol dependence"	"rs12639833"	"chr4:100267372"	"C=0.793, T=0.207"	"1"	"1"	"0.46"	"0.0266"	"(,)"	3e-10
"rs12639833"	"Alcohol dependence"	"rs12639833"	"chr4:100267372"	"C=0.793, T=0.207"	"1"	"1"	"NR"	NA	NA	6e-06
"rs12639833"	"Serum 25-Hydroxyvitamin D levels"	"rs12642639"	"chr4:100301241"	"A=0.197, C=0.803"	"0.939254486884492"	"1"	"NR"	"0.0152566"	"0.01-0.02"	2e-09
"rs12639833"	"Bitter alcoholic beverage consumption"	"rs17028973"	"chr4:100322786"	"C=0.187, T=0.813"	"0.82104966490077"	"0.965914959545533"	"0.8118"	"0.0103"	"0.0078-0.0128"	5e-15
"rs1693430"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1693430"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
